address,network,role,label,entity,cluster_id,risk_score,cases,in_inr,out_inr,tx_count,balance,token,first_seen,last_seen
0x0072138671b730b6889cbab727282c629705d2f9,BSC,intermediary,Layer-1 distribution wallet,,CL-1021-A,46,RAAZ-26-1021,522412,522412,2,0.0,USDT,2026-09-16T07:43:00+05:30,2026-09-16T07:45:00+05:30
0x69685492189cee04363a9165f5ae5ec44535d48a,BSC,intermediary,Layer-1 distribution wallet,,CL-1025-A,46,RAAZ-26-1025,1704177,1704177,2,0.0,BNB,2026-09-19T05:10:00+05:30,2026-09-19T05:18:00+05:30
0x16997b6497b50d0b5db0db6dba07e471a7a22873,BSC,intermediary,Layer-1 distribution wallet,,CL-1025-A,46,RAAZ-26-1025,1057074,1057074,2,0.0,BNB,2026-09-19T05:01:00+05:30,2026-09-19T05:07:00+05:30
0x24c492df86ee4c196643ff662349bd4bfdc7ebbd,ETH,suspect,Reported suspect wallet,,CL-1033-A,46,RAAZ-26-1033,507008,488697,8,207.15,USDT,2026-09-18T08:51:00+05:30,2026-09-23T04:51:00+05:30
0xe9b0d9152b56f05467cd3df13d9f28b61646c43e,BSC,intermediary,Layering wallet,,,46,RAAZ-26-1040,51740,51740,2,0.0,USDT,2026-08-29T21:43:00+05:30,2026-08-29T21:50:00+05:30
Tgy2vTyf9jhBdN383r3UEs9mG8x6AJG8hm,TRON,intermediary,Peel-chain change wallet,,CL-1043-B,46,RAAZ-26-1043,1719018,1719019,3,0.0,USDT,2026-09-07T03:18:00+05:30,2026-09-07T06:57:00+05:30
T91kuDyJhk6eEHYWUgwD8whpULmr5ij2da,TRON,exchange_deposit,Suryodaya Crypto: deposit address (attributed),Suryodaya Crypto,,46,RAAZ-26-1043,6466436,6466436,4,0.0,USDT,2026-09-07T23:46:00+05:30,2026-09-09T00:53:00+05:30
bc1qpqw5z2uqkt0zctjlrkm7tf32s6qfluqg9cszwg,BTC,intermediary,Layering wallet,,CL-1046-C,46,RAAZ-26-1046,35986,35986,2,0.0,BTC,2026-09-16T03:53:00+05:30,2026-09-16T13:18:00+05:30
bc1qm7q2wtyp9vxg6k0ywk96v7hsp7a75dqn5ztg80,BTC,intermediary,Layer-1 distribution wallet,,CL-1046-A,46,RAAZ-26-1046,15659,15659,2,0.0,BTC,2026-09-15T14:42:00+05:30,2026-09-15T16:34:00+05:30
bc1quk66qq0glxq6gpadr72t00vcajerdncxtyrmgz,BTC,intermediary,Layer-1 distribution wallet,,CL-1046-A,46,RAAZ-26-1046,35901,35900,3,0.0,BTC,2026-09-15T14:42:00+05:30,2026-09-16T04:42:00+05:30
bc1qzkg9svenrjefgrrwgwmfxjj2wd5gkj6n77d0c0,BTC,intermediary,Layer-1 distribution wallet,,CL-1046-A,46,RAAZ-26-1046,26838,26838,2,0.0,BTC,2026-09-15T14:42:00+05:30,2026-09-15T19:11:00+05:30
0x18234e62974d4629640e3e96b641041f7fcc767f,ETH,intermediary,Layering wallet,,CL-1047-C,46,RAAZ-26-1047,158154,158154,2,0.0,ETH,2026-09-05T02:35:00+05:30,2026-09-05T06:07:00+05:30
0x9494eea1497ba324ab976f7f4a9e78751e18422a,ETH,intermediary,Peel-off wallet,,,46,RAAZ-26-1047,29179,0,1,0.08532,ETH,2026-09-04T08:11:00+05:30,2026-09-04T08:11:00+05:30
0x392e7e0ce6fa5acf0cd28d4f7fead1ca6824c8fe,ETH,intermediary,Peel-chain change wallet,,CL-1047-B,46,RAAZ-26-1047,183500,183500,2,0.0,ETH,2026-09-05T11:49:00+05:30,2026-09-05T14:46:00+05:30
0x2fbb7074a72393be1dc25f4fb78fdf3603e310b7,POLYGON,intermediary,Layering wallet,,,46,RAAZ-26-1052,10232040,10232040,2,0.0,POL,2026-09-20T21:01:00+05:30,2026-09-20T23:36:00+05:30
0x65d29c427b396cdecd63dcc2cbe2c11b86a0ee82,POLYGON,intermediary,Layering wallet,,,46,RAAZ-26-1052,11922642,11922642,2,0.0,POL,2026-09-21T10:11:00+05:30,2026-09-21T20:23:00+05:30
0x9b03b8c4e877015163ffda681fe184060a26b7bc,POLYGON,intermediary,Layering wallet,,,46,RAAZ-26-1056,209470,209470,2,0.0,POL,2026-08-14T14:17:00+05:30,2026-08-14T14:27:00+05:30
bc1qk0hj7lqn5sxjsckc4tgzraulafftdn9wj54szc,BTC,intermediary,Peel-chain change wallet,,CL-1057-B,46,RAAZ-26-1057,95861,95851,3,1e-06,BTC,2026-09-08T03:26:00+05:30,2026-09-08T13:50:00+05:30
bc1q8eewmvkzjv55v0kgkezscd5rckk29rr6apufv5,BTC,intermediary,Peel-chain change wallet,,CL-1057-B,46,RAAZ-26-1057,77424,77433,3,0.0,BTC,2026-09-09T01:35:00+05:30,2026-09-09T05:38:00+05:30
TR75ULEkMXiRwTB9zdVishS9UBMh2QsSPr,TRON,intermediary,Layering wallet,,CL-1002-C,45,RAAZ-26-1002,4229309,4229309,2,0.0,USDT,2026-08-04T13:46:00+05:30,2026-08-05T00:00:00+05:30
TTPxtV499JX1VziwRvVEDTmQBs5M4zcowa,TRON,intermediary,Layer-1 distribution wallet,,CL-1002-A,45,RAAZ-26-1002,4127975,4127975,2,0.0,USDT,2026-08-04T05:28:00+05:30,2026-08-04T14:17:00+05:30
TE8m6UWZvTXrTqD4s8Vm3VWc4E4fYxi66S,TRON,inbound,Unattributed inbound (possible other victim),,,45,RAAZ-26-1005,0,349525,1,,USDT,2026-08-20T15:10:00+05:30,2026-08-20T15:10:00+05:30
0x6f66eba30138884204028c8ab8b9bea3a814a31f,BSC,intermediary,Layer-1 distribution wallet,,CL-1008-A,45,RAAZ-26-1008,1520963,1520963,2,0.0,BNB,2026-08-06T05:43:00+05:30,2026-08-06T05:56:00+05:30
0x5de5d768ebd63bdf8ce14ca6d5cda86ff295702a,ETH,intermediary,Layer-1 distribution wallet,,CL-1012-A,45,RAAZ-26-1012,81324,81324,2,0.0,ETH,2026-09-09T01:42:00+05:30,2026-09-09T07:10:00+05:30
0x95021a478a7658db491e77cf4d7006b99374f2fb,ETH,intermediary,Peel-off wallet,,CL-SYN-04,45,RAAZ-26-1013,1640,1640,2,0.0,USDT,2026-09-22T19:41:00+05:30,2026-09-23T01:59:00+05:30
0xc5e7bd308b71cf3c589b7f61ff962796b4369386,ETH,intermediary,Peel-chain change wallet,,CL-1013-B,45,RAAZ-26-1013,13749,13748,3,0.0,USDT,2026-09-23T12:24:00+05:30,2026-09-23T16:30:00+05:30
0x12d7b9cf9412f544477bd48e7b536d6399712027,ETH,intermediary,Layering wallet,,CL-SYN-04,45,RAAZ-26-1014,88698,88698,2,0.0,ETH,2026-08-21T22:49:00+05:30,2026-08-21T22:53:00+05:30
TaKNGDahg51uNeni2SbXGeg6L1EcDV1Xts,TRON,inbound,Unattributed inbound (possible other victim),,,45,RAAZ-26-1015,0,99447,1,,USDT,2026-09-04T02:11:00+05:30,2026-09-04T02:11:00+05:30
T1RqnaLhSckBTgGCT4BXaEMnoNDPyYecZ5,TRON,intermediary,Layering wallet,,,45,RAAZ-26-1015,267806,0,1,3029.48,USDT,2026-09-09T14:39:00+05:30,2026-09-09T14:39:00+05:30
TM4peDgH4NTHoP8pkCBVZPrpR56CDpTcxg,TRON,intermediary,Layer-1 distribution wallet,,CL-1016-A,45,RAAZ-26-1016,84266,84266,2,0.0,USDT,2026-09-11T16:57:00+05:30,2026-09-11T17:13:00+05:30
bc1q3uet0znal8gm079kh07lvcg44klxrsre28fkns,BTC,intermediary,Layering wallet,,,45,RAAZ-26-1019,4088902,4088902,2,0.0,BTC,2026-09-20T15:40:00+05:30,2026-09-21T04:18:00+05:30
bc1qyd60m8pknrd5n6x8hl28s4yhacj9z07nd50jew,BTC,exchange_deposit,Kestrel Markets: deposit address (attributed),Kestrel Markets,,45,RAAZ-26-1019,17382585,17382585,8,0.0,BTC,2026-09-20T06:08:00+05:30,2026-09-22T05:38:00+05:30
TZ6P3stYKLZcdMy7hj1kExWC5KVtpzXaAX,TRON,intermediary,Layering wallet,,CL-SYN-02,45,RAAZ-26-1023,177353,177353,2,0.0,USDT,2026-09-07T00:50:00+05:30,2026-09-07T08:58:00+05:30
Tx3cN6KQbAb7eRWUZUMdsDxwcqdrp4ryHs,TRON,exchange_deposit,Lotus Chain Exchange: deposit address (attributed),Lotus Chain Exchange,,45,RAAZ-26-1023,254929,254929,2,0.0,USDT,2026-09-08T05:39:00+05:30,2026-09-08T06:52:00+05:30
TaqvnVPg2JrLPrn1K2wcueqkBXhkhM93o2,TRON,intermediary,Layering wallet,,,45,RAAZ-26-1024,346127,346127,2,0.0,USDT,2026-09-15T20:00:00+05:30,2026-09-15T20:23:00+05:30
0xe2e79dda8d424d6a537faf555efc2b6b5a0e5bf5,BSC,intermediary,Layering wallet,,,45,RAAZ-26-1025,1704177,1704177,2,0.0,BNB,2026-09-19T05:41:00+05:30,2026-09-19T05:50:00+05:30
TLEgdV3h9fEph2V4VV9Ebhi5pbzRDjYqPp,TRON,intermediary,Layering wallet,,,45,RAAZ-26-1029,44009,0,1,497.84,USDT,2026-09-08T19:02:00+05:30,2026-09-08T19:02:00+05:30
TrbNnL1PVufaGzdA5osvC2dbSN8DnjPBTZ,TRON,intermediary,Layer-1 distribution wallet,,CL-1029-A,45,RAAZ-26-1029,47140,47140,2,0.0,USDT,2026-09-07T22:29:00+05:30,2026-09-08T11:38:00+05:30
Tw4b51PbY14W5bkJRtiHfP9UkkvFEGo3nm,TRON,intermediary,Layering wallet,,CL-1036-C,45,RAAZ-26-1036,1895194,1895194,2,0.0,USDT,2026-09-21T16:34:00+05:30,2026-09-21T16:45:00+05:30
Taop41XLa3fKPiANmcpaAf4irJqyTeeN14,TRON,inbound,Unattributed inbound (possible other victim),,,45,RAAZ-26-1038,0,50397,1,,USDT,2026-08-11T08:46:00+05:30,2026-08-11T08:46:00+05:30
0xa37fa35b6c008208d11f3ea6f30612fb6aa365de,BSC,intermediary,Layer-1 distribution wallet,,CL-1040-A,45,RAAZ-26-1040,41015,41015,2,0.0,USDT,2026-08-29T22:00:00+05:30,2026-08-29T22:13:00+05:30
TMkFtfgVQACciACyKgrub93s4o6G1JzxTV,TRON,suspect,Reported suspect wallet,,CL-1041-A,45,RAAZ-26-1041,1462920,1420019,11,485.31,USDT,2026-08-14T23:23:00+05:30,2026-08-21T18:16:00+05:30
T3o4qNGa6WJenZWDufaNA3FUBrc9a9JjUT,TRON,intermediary,Peel-off wallet,,,45,RAAZ-26-1043,137374,0,1,1554.0,USDT,2026-09-07T23:22:00+05:30,2026-09-07T23:22:00+05:30
0x35fe706717b6d30bfb8d85e70f7727429a0898f7,POLYGON,exchange_deposit,Zentra Global: deposit address (attributed),Zentra Global,,45,RAAZ-26-1045,8188336,8188336,2,0.0,USDT,2026-09-11T22:09:00+05:30,2026-09-11T23:35:00+05:30
bc1q4l3w35d567xzfmn7z0yczzrhe8yzdh0jv53y97,BTC,intermediary,Peel-chain change wallet,,CL-1046-B,45,RAAZ-26-1046,21225,21235,3,0.0,BTC,2026-09-17T08:28:00+05:30,2026-09-17T12:23:00+05:30
0x9da5c4aacbd8d99215e706861519574a0d0a7abf,POLYGON,intermediary,Layer-1 distribution wallet,,CL-1056-A,45,RAAZ-26-1056,181231,181231,2,0.0,POL,2026-08-14T14:18:00+05:30,2026-08-14T14:33:00+05:30
0x7ab1945234d231622b06d1e4ae361ff9209b11c6,POLYGON,intermediary,Layering wallet,,,45,RAAZ-26-1056,106423,106423,2,0.0,POL,2026-08-14T14:03:00+05:30,2026-08-14T14:09:00+05:30
0xdefd4f2151360e9e57c3761fd10baa631d881b83,POLYGON,exchange_deposit,Orbitra Pro: deposit address (attributed),Orbitra Pro,,45,RAAZ-26-1056,295029,295029,2,0.0,POL,2026-08-14T16:10:00+05:30,2026-08-14T17:35:00+05:30
bc1qzgdxj56cuv9zlq5hatyhwgnf3z5j8k0336r79y,BTC,intermediary,Layer-1 distribution wallet,,CL-1057-A,45,RAAZ-26-1057,101578,101578,3,0.0,BTC,2026-09-07T21:16:00+05:30,2026-09-08T03:26:00+05:30
0xff246f9db5babe918b67d3462fc2084f96492788,BSC,suspect,Reported suspect wallet,,CL-1001-A,44,RAAZ-26-1001,103634,101340,14,0.0373,BNB,2026-08-12T18:09:00+05:30,2026-09-03T12:51:00+05:30
TUK7Bod7fgZGpa3Rr9ZTkMkhFou7WHDcvN,TRON,intermediary,Layer-1 distribution wallet,,CL-1002-A,44,RAAZ-26-1002,7254429,7254429,2,0.0,USDT,2026-08-04T05:23:00+05:30,2026-08-04T08:19:00+05:30
0xaf9c939f01fde5ec28b7117e8eac72bfa82cb34d,ETH,intermediary,Pre-mix staging wallet,,,44,RAAZ-26-1006,4976071,4976071,2,0.0,USDC,2026-07-27T02:55:00+05:30,2026-07-27T15:28:00+05:30
0xb9523c6d51419ac616623c07e2168746777df9a5,BSC,intermediary,Layering wallet,,,44,RAAZ-26-1008,1304415,1304415,2,0.0,BNB,2026-08-06T06:27:00+05:30,2026-08-06T06:48:00+05:30
0xcdcbf24fefca6dd763676fc88b41faadf47e4c0a,BSC,intermediary,Layer-1 distribution wallet,,CL-1008-A,44,RAAZ-26-1008,1575464,1575464,2,0.0,BNB,2026-08-06T05:40:00+05:30,2026-08-06T05:45:00+05:30
0x67a99a67e33daf2a00bcdd9f5855e8da89cbea62,BSC,intermediary,Layer-1 distribution wallet,,CL-1008-A,44,RAAZ-26-1008,1589338,1589338,2,0.0,BNB,2026-08-06T05:50:00+05:30,2026-08-06T06:03:00+05:30
0x85a025b25540fd258d0b9d57a2b4fa23aa675aab,BSC,intermediary,Layering wallet,,,44,RAAZ-26-1008,1589338,1589338,2,0.0,BNB,2026-08-06T06:03:00+05:30,2026-08-06T06:19:00+05:30
TkcRy5dBqwmAvYL8qK9bG7rZHhvfEEmmEU,TRON,inbound,Unattributed inbound (possible other victim),,,44,RAAZ-26-1009,0,2813841,1,,USDT,2026-06-12T08:32:00+05:30,2026-06-12T08:32:00+05:30
0x200d21b73284815e989ddcf60494f77703a2adb4,ETH,exchange_deposit,Tarang Digital Assets: deposit address (attributed),Tarang Digital Assets,,44,RAAZ-26-1010,16816909,16816909,2,0.0,USDT,2026-07-25T23:56:00+05:30,2026-07-26T00:40:00+05:30
TBgmx7RLVHbgzVMsrQV6cVVeqHQG1NvSPC,TRON,intermediary,Layering wallet,,CL-SYN-02,44,RAAZ-26-1011,3614587,3614587,2,0.0,USDT,2026-08-12T19:12:00+05:30,2026-08-12T19:40:00+05:30
T2CDUeQG2SC3dqDnhdSxRidKjeRQVvy22T,TRON,exchange_deposit,Lotus Chain Exchange: deposit address (attributed),Lotus Chain Exchange,,44,RAAZ-26-1011,8823185,8823185,2,0.0,USDT,2026-08-12T20:10:00+05:30,2026-08-12T21:25:00+05:30
0x5fdb17f036e90bbaa653c7154b87811450b01f6b,ETH,intermediary,Layer-1 distribution wallet,,CL-1012-A,44,RAAZ-26-1012,274893,274893,2,0.0,ETH,2026-09-09T01:46:00+05:30,2026-09-09T14:24:00+05:30
0xa40d0053240a9b9b32e11948ec706de5ced36fd5,ETH,intermediary,Layering wallet,,,44,RAAZ-26-1013,25977,25977,2,0.0,USDT,2026-09-22T07:40:00+05:30,2026-09-22T10:17:00+05:30
0xb54a021ed529953397a6a050fd33e171fb04de28,ETH,intermediary,Layer-1 distribution wallet,,CL-1013-A,44,RAAZ-26-1013,37924,37924,2,0.0,USDT,2026-09-22T05:26:00+05:30,2026-09-22T08:10:00+05:30
0xa04786913330618ba7c70b9894e48c21e9263aef,ETH,exchange_deposit,Orbitra Pro: deposit address (attributed),Orbitra Pro,,44,RAAZ-26-1013,124391,124391,2,0.0,USDT,2026-09-24T08:48:00+05:30,2026-09-24T09:20:00+05:30
0x19290a1d8ec50cfbc048dd22c40d17816620b7ad,ETH,intermediary,Layering wallet,,CL-SYN-04,44,RAAZ-26-1014,41009,41009,2,0.0,ETH,2026-08-21T23:22:00+05:30,2026-08-21T23:26:00+05:30
Ttc3STDE3MqbqMkxRfEFpaYag4FnQiQUgR,TRON,intermediary,Layering wallet,,,44,RAAZ-26-1016,42386,42386,2,0.0,USDT,2026-09-11T17:44:00+05:30,2026-09-11T17:49:00+05:30
THuzaZcVycZCHaq1tkRX27pimMqD5QnfLD,TRON,intermediary,Layering wallet,,CL-1016-C,44,RAAZ-26-1016,84266,84266,2,0.0,USDT,2026-09-11T17:46:00+05:30,2026-09-11T18:13:00+05:30
bc1q08nenuyy7q96ptu50fwnwpeck3gr250l6u9z0g,BTC,intermediary,Layer-1 distribution wallet,,CL-1019-A,44,RAAZ-26-1019,4088902,4088902,2,0.0,BTC,2026-09-20T00:27:00+05:30,2026-09-20T07:14:00+05:30
bc1qc5dxd2qk97zuenmfkfvcc50h4lk5nm0knc4pm8,BTC,intermediary,Layering wallet,,,44,RAAZ-26-1019,3834801,3834801,2,0.0,BTC,2026-09-20T04:57:00+05:30,2026-09-20T06:08:00+05:30
TsgZSZoPpLiveTtRAj6gMNPn4X9QMzDPKi,TRON,exchange_deposit,Lotus Chain Exchange: deposit address (attributed),Lotus Chain Exchange,,44,RAAZ-26-1020,183633,183633,2,0.0,USDT,2026-09-21T01:40:00+05:30,2026-09-21T02:31:00+05:30
0x6370263042f5c210950aae969462a3a255fdadd7,BSC,intermediary,Layering wallet,,,44,RAAZ-26-1021,204745,204745,2,0.0,USDT,2026-09-16T07:44:00+05:30,2026-09-16T08:11:00+05:30
0x23febfbd2eaf611f60831bad5a921c7bafdc85d0,BSC,exchange_deposit,Tarang Digital Assets: deposit address (attributed),Tarang Digital Assets,,44,RAAZ-26-1021,522412,522412,2,0.0,USDT,2026-09-16T08:05:00+05:30,2026-09-16T08:50:00+05:30
T6bihnVT8V8rQFPNekekcszdzZ1wtsZgPy,TRON,intermediary,Layering wallet,,,44,RAAZ-26-1024,414697,414697,2,0.0,USDT,2026-09-15T19:34:00+05:30,2026-09-15T19:49:00+05:30
T48Pxq4ex5QKojStiL6kfd67KTuQrXPiqQ,TRON,intermediary,Layering wallet,,,44,RAAZ-26-1024,302427,302427,2,0.0,USDT,2026-09-15T20:17:00+05:30,2026-09-15T20:27:00+05:30
0x0a2f535c30ecd93ad4cfa76afc979b13865ebf90,BSC,intermediary,Layering wallet,,,44,RAAZ-26-1025,1704177,1704177,2,0.0,BNB,2026-09-19T05:18:00+05:30,2026-09-19T05:41:00+05:30
0x4fc0c16caa668ef27a4eb1b1e395d1e6d3f14ed8,BSC,intermediary,Layering wallet,,CL-1025-C,44,RAAZ-26-1025,1704177,1704177,2,0.0,BNB,2026-09-19T05:50:00+05:30,2026-09-19T06:15:00+05:30
TmBan2CMgmjQssypRtRFzMWYCqyMPLiMMD,TRON,intermediary,Layer-1 distribution wallet,,CL-1034-A,44,RAAZ-26-1034,393727,393727,2,0.0,USDT,2026-08-28T09:59:00+05:30,2026-08-28T21:15:00+05:30
TKkW375ykL9CiJj4MrqatneSq6vki2zedK,TRON,intermediary,Layering wallet,,,44,RAAZ-26-1036,1895194,1895194,2,0.0,USDT,2026-09-21T16:31:00+05:30,2026-09-21T16:34:00+05:30
0xfc4d6a606ec97dc0780c4b278c7ca7083b233859,BSC,intermediary,Layering wallet,,CL-SYN-03,44,RAAZ-26-1040,41015,41015,2,0.0,USDT,2026-08-29T22:31:00+05:30,2026-08-29T22:47:00+05:30
Tii6KwwbShvgMrW1poo9H6423ahaVLuaWD,TRON,inbound,Unattributed inbound (possible other victim),,,44,RAAZ-26-1041,0,128171,1,,USDT,2026-08-19T00:23:00+05:30,2026-08-19T00:23:00+05:30
0x373473f89fbb423fa5cc3c1d9d5c39ca5cb1f863,ETH,suspect,Reported suspect wallet,,CL-1042-A,44,RAAZ-26-1042,372500,367654,6,54.8,USDT,2026-08-19T23:43:00+05:30,2026-08-20T22:17:00+05:30
TaTKtjUho6s68vp7zcwkPCLdoQ7TMx3g5S,TRON,dust,Dusting source,,,44,RAAZ-26-1043,0,3,3,,USDT,2026-08-21T18:52:00+05:30,2026-08-24T06:52:00+05:30
TL1cp4YgRjHutdmtvAz7z9rN5HKTdDrvg2,TRON,intermediary,Peel-off wallet,,,44,RAAZ-26-1043,100466,0,1,1136.49,USDT,2026-09-07T03:18:00+05:30,2026-09-07T03:18:00+05:30
TSR6XazbJj2864SDtEeji668gjn6qS985v,TRON,intermediary,Peel-chain change wallet,,CL-1043-B,44,RAAZ-26-1043,1255505,1255506,3,0.0,USDT,2026-09-07T23:22:00+05:30,2026-09-08T06:10:00+05:30
TdN4Q89xECZ9ov1v4HH2yHf7qi3AEZVVQ7,TRON,intermediary,Layering wallet,,,44,RAAZ-26-1043,2533535,2533535,2,0.0,USDT,2026-09-07T16:12:00+05:30,2026-09-07T18:40:00+05:30
0xd045047cf5c553ec16c26a4148a06ebc279a1312,POLYGON,intermediary,Peel-off wallet,,,44,RAAZ-26-1045,1118754,0,1,12655.59,USDT,2026-09-10T20:12:00+05:30,2026-09-10T20:12:00+05:30
bc1qqfm2qqf9uj59u5unk80x3vnx6mq89fxzrut8r7,BTC,intermediary,Layering wallet,,CL-1046-C,44,RAAZ-26-1046,25723,25723,2,0.0,BTC,2026-09-16T09:50:00+05:30,2026-09-16T15:14:00+05:30
bc1qeeh7h7qdavl8h6qymmusvuc2fawq7nxyf2nc43,BTC,intermediary,Layering wallet,,,44,RAAZ-26-1046,27386,27386,2,0.0,BTC,2026-09-16T00:55:00+05:30,2026-09-16T05:25:00+05:30
bc1q7txunzh0h6kg5hcwv224vgav807255gyteytxf,BTC,intermediary,Layering wallet,,,44,RAAZ-26-1046,15659,15659,2,0.0,BTC,2026-09-15T16:34:00+05:30,2026-09-15T21:13:00+05:30
0xdcbbe7d029c546dd70ec73013e249daac6374835,ETH,intermediary,Layer-1 distribution wallet,,CL-1047-A,44,RAAZ-26-1047,277875,277875,2,0.0,ETH,2026-09-04T01:54:00+05:30,2026-09-04T04:59:00+05:30
0x60d66f7602b03891eb64ac85782901600eb32a08,ETH,intermediary,Peel-chain change wallet,,CL-1047-B,44,RAAZ-26-1047,225840,225840,3,0.0,ETH,2026-09-04T18:05:00+05:30,2026-09-05T07:36:00+05:30
0x7634d5303d8dcb0f60359215c1748f8dfe88d747,POLYGON,suspect,Reported suspect wallet,,CL-1051-A,44,RAAZ-26-1051,89101,88117,9,11.13,USDT,2026-07-31T14:27:00+05:30,2026-08-06T15:30:00+05:30
0xad74ba228e84d466b4b29dabe9c6a4c90d1e3d04,POLYGON,intermediary,Layering wallet,,,44,RAAZ-26-1052,11922642,11922642,2,0.0,POL,2026-09-21T03:53:00+05:30,2026-09-21T10:11:00+05:30
TfM6UWDPmjGmVjG1sFgJYHfULynaq9ZbfX,TRON,inbound,Unattributed inbound (possible other victim),,,44,RAAZ-26-1053,0,8157823,1,,USDT,2026-08-18T02:36:00+05:30,2026-08-18T02:36:00+05:30
T5qBkmet3KXk7eEuGwjBJqDKTNsNN3VHDG,TRON,inbound,Unattributed inbound (possible other victim),,,44,RAAZ-26-1054,0,61005,1,,USDT,2026-09-17T17:37:00+05:30,2026-09-17T17:37:00+05:30
0x8a5ba7eaf7c1cb2e4469ffd7b045174780323347,POLYGON,intermediary,Layering wallet,,CL-1056-C,44,RAAZ-26-1056,181231,181231,2,0.0,POL,2026-08-14T14:57:00+05:30,2026-08-14T15:21:00+05:30
0x59f1b1b81f57faf7f18ad1cae4d7e8df6fb6662c,POLYGON,intermediary,Layering wallet,,CL-1056-C,44,RAAZ-26-1056,209470,209470,2,0.0,POL,2026-08-14T14:37:00+05:30,2026-08-14T14:55:00+05:30
0xae284979f33199b063138f2fd236bf01567a3e38,BSC,intermediary,Layering wallet,,CL-SYN-03,44,RAAZ-26-1060,1367147,1367147,2,0.0,USDT,2026-09-10T11:44:00+05:30,2026-09-10T20:22:00+05:30
0x77304d6320360e4c3cb123cf53096f1f52d46685,ETH,inbound,Unattributed inbound (possible other victim),,,43,RAAZ-26-1006,0,1043238,1,,USDC,2026-07-19T13:54:00+05:30,2026-07-19T13:54:00+05:30
0x12e76999848954bc2a2ffd69f0388d7862c636e8,BSC,dust,Dusting source,,,43,RAAZ-26-1008,0,3075,5,,BNB,2026-07-27T05:31:00+05:30,2026-08-01T23:31:00+05:30
0x14d090ecdac210cbb06941055824032e6a9f25b7,BSC,intermediary,Layering wallet,,,43,RAAZ-26-1008,549459,549459,2,0.0,BNB,2026-08-06T06:31:00+05:30,2026-08-06T06:37:00+05:30
0x1fee5a5d38ee1b7bb4479cd16e18ef7138599d5c,BSC,intermediary,Layering wallet,,,43,RAAZ-26-1008,1575464,1575464,2,0.0,BNB,2026-08-06T06:17:00+05:30,2026-08-06T06:25:00+05:30
0xf70945ecf3c7cb25486ec2daee229900be60eb83,BSC,exchange_deposit,Zentra Global: deposit address (attributed),Zentra Global,,43,RAAZ-26-1008,4475158,4475158,4,0.0,BNB,2026-08-06T06:18:00+05:30,2026-08-06T06:59:00+05:30
0x8bc63bfd2e6b89b97f8fc012f788e4f914f7ef25,ETH,intermediary,Layering wallet,,,43,RAAZ-26-1012,274893,274893,2,0.0,ETH,2026-09-10T02:53:00+05:30,2026-09-10T13:14:00+05:30
0xe24a6c4f36182dca54b7321fbb148cd9e78bd557,ETH,intermediary,Layering wallet,,,43,RAAZ-26-1012,188336,188336,2,0.0,ETH,2026-09-09T23:21:00+05:30,2026-09-10T06:37:00+05:30
0x78a062821ef4e3f83df145a84d87fd9295d571f0,ETH,intermediary,Layering wallet,,CL-SYN-04,43,RAAZ-26-1012,81324,81324,2,0.0,ETH,2026-09-09T17:02:00+05:30,2026-09-09T19:34:00+05:30
0xbe26e84fcac5279ac2f2675c6c290960b983c2b9,ETH,intermediary,Layering wallet,,,43,RAAZ-26-1014,29809,29809,2,0.0,ETH,2026-08-21T23:23:00+05:30,2026-08-21T23:41:00+05:30
0x9ac316eeec7230b953ba64bda52481ca758de38b,ETH,exchange_deposit,Tarang Digital Assets: deposit address (attributed),Tarang Digital Assets,,43,RAAZ-26-1014,214448,214448,2,0.0,ETH,2026-08-22T00:04:00+05:30,2026-08-22T01:04:00+05:30
Ti3nURRBTm3zdzFL5tAMwSDAiZwtGR4ioV,TRON,intermediary,Layering wallet,,,43,RAAZ-26-1016,42386,42386,2,0.0,USDT,2026-09-11T17:20:00+05:30,2026-09-11T17:44:00+05:30
0x3fce7b550ee3f163a3a3a2d248aadb52f8ca9be7,BSC,intermediary,Layering wallet,,,43,RAAZ-26-1017,30812,30812,2,0.0,BNB,2026-07-04T20:42:00+05:30,2026-07-05T01:44:00+05:30
0x6b8f71831f08c9898a9818c6be2dbd307f6dbfe0,BSC,intermediary,Layering wallet,,,43,RAAZ-26-1017,53954,53954,2,0.0,BNB,2026-07-04T15:27:00+05:30,2026-07-04T16:28:00+05:30
0x793073e550b8ea5405ddb09a6218e9d8139fa2b4,BSC,intermediary,Layering wallet,,,43,RAAZ-26-1017,53954,53954,2,0.0,BNB,2026-07-04T16:28:00+05:30,2026-07-05T00:20:00+05:30
bc1qj0vdwtdcwl6apprp5jg5dlah7yctpaz4yvpf9c,BTC,inbound,Unattributed inbound (possible other victim),,,43,RAAZ-26-1018,0,110660,1,,BTC,2026-09-15T04:26:00+05:30,2026-09-15T04:26:00+05:30
bc1q7yzhphasvp6lu8d7jf0pgkqq7c0rz2dldsjr75,BTC,dust,Dusting source,,,43,RAAZ-26-1018,0,380,4,,BTC,2026-09-14T13:26:00+05:30,2026-09-16T03:26:00+05:30
bc1qqjmayl7hlx478rszp0vfn8s8tjmsv0x4fcx0e2,BTC,intermediary,Layering wallet,,,43,RAAZ-26-1019,1904364,1904364,2,0.0,BTC,2026-09-20T05:57:00+05:30,2026-09-20T10:37:00+05:30
